map,map_config,rgb_path,bev_path
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/111.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/111.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/112.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/112.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/113.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/113.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/114.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/114.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/115.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/115.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/116.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/116.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/117.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/117.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/118.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/118.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/119.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/119.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/120.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/120.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/121.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/121.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/122.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/122.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/123.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/123.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/124.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/124.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/125.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/125.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/126.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/126.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/127.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/127.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/128.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/128.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/129.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/129.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/130.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/130.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/131.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/131.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/132.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/132.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/133.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/133.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/134.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/134.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/135.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/135.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/136.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/136.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/137.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/137.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/138.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/138.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/139.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/139.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/140.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/140.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/141.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/141.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/142.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/142.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/143.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/143.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/144.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/144.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/145.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/145.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/146.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/146.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/147.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/147.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/148.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/148.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/149.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/149.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/150.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/150.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/151.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/151.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/152.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/152.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/153.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/153.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/154.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/154.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/155.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/155.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/156.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/156.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/157.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/157.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/158.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/158.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/159.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/159.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/160.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/160.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/161.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/161.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/162.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/162.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/163.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/163.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/164.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/164.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/165.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/165.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/166.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/166.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/167.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/167.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/168.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/168.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/169.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/169.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/170.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/170.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/171.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/171.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/172.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/172.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/173.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/173.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/174.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/174.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/175.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/175.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/176.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/176.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/177.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/177.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/178.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/178.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/179.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/179.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/180.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/180.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/181.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/181.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/182.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/182.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/183.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/183.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/184.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/184.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/185.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/185.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/186.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/186.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/187.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/187.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/188.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/188.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/189.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/189.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/190.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/190.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/191.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/191.png
Town01,traffic,Dan-2023-Front2BEV/Town01/traffic/rgb/192.jpg,Dan-2023-Front2BEV/Town01/traffic/bev/2k/192.png
